Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr),P/E,P/B,Div Yield,Total Returns Index
17-Jun-2003,1052.3,1083.2,1052.3,1081.95,72620597,2063.66,12.35,2.33,2.75,1207.62
18-Jun-2003,1082.8,1093.2,1080.9,1086.75,82701728,2128.61,12.41,2.34,2.74,1212.99
19-Jun-2003,1085.95,1097,1078.9,1092.55,75600994,1886.91,12.47,2.35,2.72,1219.73
20-Jun-2003,1092.65,1101.6,1081.35,1100.25,70937531,1928.95,12.56,2.37,2.7,1233.49
23-Jun-2003,1100.6,1106.15,1087.65,1089.2,61149315,1558.45,12.44,2.35,2.73,1221.09
24-Jun-2003,1089.2,1092.65,1079.1,1085.35,61821312,1712.98,12.39,2.34,2.74,1216.8
25-Jun-2003,1085.65,1109.75,1084.35,1106.65,76190759,2008.62,12.64,2.38,2.69,1240.65
26-Jun-2003,1106.8,1118.9,1106.8,1116.35,92146328,2478.78,12.75,2.41,2.66,1251.73
27-Jun-2003,1117.45,1126.8,1109.35,1125.55,87543575,2224.73,12.85,2.42,2.64,1262.04
30-Jun-2003,1125.6,1141.3,1125.5,1134.15,67933704,1845.65,12.95,2.44,2.62,1272.21
01-Jul-2003,1133.95,1139,1125.75,1130.7,64850149,1679.66,12.32,2.44,2.33,1269.23
02-Jul-2003,1131.55,1145.4,1130.2,1133.8,73749783,1854.8,12.35,2.44,2.33,1272.68
03-Jul-2003,1133.8,1150.75,1126.35,1144.65,87418530,2622.77,12.47,2.47,2.31,1284.9
04-Jul-2003,1145.6,1148.85,1134,1138.45,57673799,1564.6,12.4,2.45,2.32,1279.68
07-Jul-2003,1138.9,1145.75,1134.6,1140.55,57428401,1491.6,12.43,2.46,2.31,1282.07
08-Jul-2003,1141.45,1153.15,1141.3,1145.9,68365550,1852.24,12.49,2.47,2.3,1288.07
09-Jul-2003,1146.35,1155.3,1137.15,1141.05,53365632,1408.49,12.43,2.46,2.31,1282.61
10-Jul-2003,1146,1163.6,1146,1162.35,74515376,2471.9,12.66,2.5,2.27,1306.98
11-Jul-2003,1162.3,1170.75,1157.45,1161.65,73790385,2146.28,12.66,2.5,2.27,1306.17
14-Jul-2003,1161.2,1173.95,1161.2,1171.5,69731056,1892.58,12.76,2.52,2.25,1319.31
15-Jul-2003,1171.5,1175.55,1148.8,1159.85,77635571,2023.93,12.64,2.5,2.27,1306.19
16-Jul-2003,1158.7,1170.45,1148.6,1168.75,67838029,1799.89,12.73,2.52,2.26,1318.49
17-Jul-2003,1168.85,1175.95,1145.65,1152,80352181,2189.73,12.55,2.48,2.29,1299.63
18-Jul-2003,1151.85,1162.6,1130.45,1140,77573758,2043.3,12.42,2.46,2.31,1286.05
21-Jul-2003,1140,1146.4,1112.55,1115.8,72114632,1971.87,12.16,2.4,2.36,1258.78
22-Jul-2003,1115.35,1118.25,1089.3,1109.2,80609731,2156.06,12,2.39,2.38,1251.3
23-Jul-2003,1109.6,1124.7,1109.6,1119.05,93262817,2269.87,12.1,2.41,2.36,1262.53
24-Jul-2003,1119.95,1144.35,1118.55,1139.45,92464124,2401.35,12.32,2.45,2.32,1285.5
25-Jul-2003,1135.5,1164.7,1135.05,1162.75,85402139,2314.5,12.58,2.51,2.27,1311.81
28-Jul-2003,1163.25,1180.6,1163.25,1169.2,82800855,2171.55,12.65,2.52,2.26,1319.08
29-Jul-2003,1169.25,1177.25,1154.8,1174.75,76214167,2048.25,12.71,2.53,2.25,1325.37
30-Jul-2003,1175.3,1187.7,1168.45,1183,82323601,2163.43,12.81,2.55,2.23,1334.65
31-Jul-2003,1183.3,1198.5,1181.9,1185.85,117341864,3179.42,12.84,2.55,2.23,1337.86
01-Aug-2003,1185.8,1198.8,1180.3,1195.75,86333839,2451.81,12.95,2.58,2.21,1349.06
04-Aug-2003,1196.05,1206.1,1185.95,1203.6,101511770,2211.21,13.26,2.59,2.17,1359.27
05-Aug-2003,1203.9,1218.5,1181,1184.45,108251167,2541.3,13.05,2.55,2.21,1337.62
06-Aug-2003,1184.1,1191.05,1164.75,1171.05,112282482,2751.61,12.9,2.52,2.23,1322.54
07-Aug-2003,1170.75,1199.7,1170.75,1196.95,112321440,2490.18,13.19,2.57,2.19,1351.76
08-Aug-2003,1199.7,1224.5,1199.7,1222.65,130088954,2666.67,13.47,2.63,2.14,1381.76
11-Aug-2003,1222.6,1240.35,1215.75,1232.85,154664395,2475.54,13.58,2.65,2.12,1393.84
12-Aug-2003,1233.95,1249.35,1229.8,1234.75,146062165,2521.63,13.61,2.65,2.12,1396.07
13-Aug-2003,1235.35,1249.35,1229.3,1246.9,127521351,2383.97,13.74,2.68,2.1,1410.53
14-Aug-2003,1247,1260.35,1243.4,1247.75,150830207,2339.2,13.75,2.68,2.1,1413.29
18-Aug-2003,1247.9,1285.7,1247.9,1281.4,214890048,2719.4,14.12,2.76,2.04,1451.58
19-Aug-2003,1286.05,1307.6,1268.1,1277.7,233905141,2763.35,14.08,2.75,2.05,1447.35
20-Aug-2003,1280.8,1292.95,1280.8,1287.4,179404320,2491.63,14.19,2.77,2.03,1458.39
21-Aug-2003,1288.2,1304.15,1287,1300.95,147954336,2541.97,14.33,2.8,2.01,1473.69
22-Aug-2003,1301.5,1319.45,1298.8,1311.15,174012616,2969.23,14.45,2.82,1.99,1485.47
25-Aug-2003,1311.95,1332.55,1245.85,1271.1,189194819,3514.94,14.01,2.73,2.06,1440.09
26-Aug-2003,1270.2,1322.95,1269.5,1318.2,203044555,3038.54,14.52,2.83,1.98,1493.41
27-Aug-2003,1318.75,1346.3,1318.75,1340.3,186171921,3023.73,14.77,2.88,1.95,1518.48
28-Aug-2003,1340.2,1349,1328.35,1341.05,147158684,3288.23,14.78,2.88,1.95,1519.36
29-Aug-2003,1341.2,1365.8,1340.8,1356.55,187820071,3538.66,14.95,2.92,1.93,1538.08
01-Sep-2003,1356.7,1379.4,1356.65,1375.95,120487114,2649.57,15.16,2.96,1.9,1560.1
02-Sep-2003,1375.95,1388.95,1366.9,1385.45,129850160,2985.08,15.27,2.98,1.89,1570.87
03-Sep-2003,1387.2,1394.95,1353.6,1359.35,169287905,3155.04,14.98,2.92,1.92,1541.24
04-Sep-2003,1358.9,1382.6,1355.8,1372.7,171389654,3796.39,15.13,2.95,1.91,1556.41
05-Sep-2003,1373,1400.9,1372.75,1398.4,139876884,3405.35,15.41,3.01,1.87,1587.39
08-Sep-2003,1398.4,1420.25,1398.35,1417.35,109014271,2796.74,15.62,3.05,1.85,1609.21
09-Sep-2003,1417.8,1430.7,1397.65,1407.05,132144013,3577.07,15.5,3.03,1.86,1597.47
10-Sep-2003,1407,1414.1,1389.65,1409.55,184176199,3062.37,15.53,3.03,1.86,1600.32
11-Sep-2003,1409.65,1422.4,1399.6,1403.15,154182208,3016.06,15.46,3.02,1.86,1593.05
12-Sep-2003,1405.55,1415.65,1367.15,1372.1,141936153,3001.56,15.12,2.95,1.91,1558.8
15-Sep-2003,1371.75,1371.85,1322.65,1329.25,144295345,2941.55,14.65,2.86,1.97,1510.13
16-Sep-2003,1330.15,1362.1,1299.5,1357.95,194591088,4080.27,14.96,2.92,1.93,1542.69
17-Sep-2003,1357.95,1377.45,1332.2,1341.6,165349781,3472.04,14.78,2.88,1.95,1524.15
18-Sep-2003,1341.45,1342.6,1299.25,1302.35,142763465,3159.16,14.35,2.8,2.01,1479.66
19-Sep-2003,1303.2,1331.05,1285.25,1322.15,152262512,3329.8,14.57,2.84,1.98,1502.11
22-Sep-2003,1319.25,1333.55,1300.25,1302.9,114650274,2477.95,14.36,2.8,2.01,1480.34
23-Sep-2003,1302.85,1333.7,1290.55,1328.2,118684243,2728.06,14.64,2.86,1.97,1509.07
24-Sep-2003,1324.85,1373.9,1322.65,1372.05,137395795,3286.89,15.12,2.95,1.91,1559.06
25-Sep-2003,1371.45,1377.25,1352.8,1357.2,196918451,3775.7,14.95,2.92,1.93,1542.17
26-Sep-2003,1357.55,1389.3,1357.35,1386.95,142165715,2936.25,15.28,2.98,1.89,1575.95
29-Sep-2003,1386.9,1422.35,1386.1,1399.95,139656652,2932.04,15.43,3.01,1.87,1590.72
30-Sep-2003,1400.7,1418.1,1399.8,1417.1,117562513,2872.5,15.61,3.05,1.85,1610.21
01-Oct-2003,1416.6,1430.9,1407.95,1420.85,118748942,2687.26,15.66,3.06,1.84,1614.49
03-Oct-2003,1420.85,1451.2,1420.85,1449.3,140535297,3245.39,15.97,3.12,1.8,1646.82
06-Oct-2003,1449.45,1481.05,1423.75,1478.9,145928936,3116.42,16.3,3.18,1.77,1680.43
07-Oct-2003,1478.95,1498.45,1467.75,1477.85,210467958,3762.09,16.28,3.18,1.77,1679.28
08-Oct-2003,1477.85,1493.05,1460.6,1478.6,147781840,3236.05,16.29,3.18,1.77,1680.11
09-Oct-2003,1487.85,1505.05,1478.4,1502.1,117870572,2988.91,16.55,3.23,1.84,1708.28
10-Oct-2003,1507.1,1527.25,1505.1,1523.1,152851144,3878.61,16.78,3.28,1.81,1732.12
13-Oct-2003,1523.35,1550.9,1516.05,1546.75,132233265,3385.63,17.04,3.33,1.78,1759.03
14-Oct-2003,1548.7,1562.85,1513.75,1520.8,182174604,4163.01,16.76,3.27,1.81,1729.5
15-Oct-2003,1521.45,1543.85,1503,1537,152159445,3788.59,16.94,3.3,1.79,1747.93
16-Oct-2003,1537.3,1563.4,1537.3,1555.7,162780171,4305.52,17.14,3.35,1.77,1769.51
17-Oct-2003,1565.2,1574.1,1552.15,1569.45,200565508,4341.95,17.29,3.37,1.76,1785.17
20-Oct-2003,1569.7,1574.1,1536.5,1542.7,167970501,3565.16,17,3.32,1.79,1754.73
21-Oct-2003,1546.2,1549.65,1496.95,1506.5,196133297,4336.88,16.6,3.24,1.83,1713.54
22-Oct-2003,1506.75,1522.65,1483,1494.1,152764083,3715.32,16.46,3.21,1.85,1699.43
23-Oct-2003,1494.75,1503,1466.25,1470.45,133913651,3465.59,16.21,3.16,1.87,1672.53
24-Oct-2003,1485.8,1512.55,1434.75,1506.05,150857549,3885.74,16.6,3.24,1.83,1713.02
25-Oct-2003,1506.05,1533.05,1506.05,1521.95,43192470,931.76,16.78,3.27,1.81,1731.14
27-Oct-2003,1522.05,1524.05,1482,1485.3,135062137,3067.34,16.37,3.19,1.86,1689.45
28-Oct-2003,1485.45,1500.8,1471.3,1481.75,138887809,3705.95,16.33,3.19,1.86,1685.39
29-Oct-2003,1481.3,1501.7,1477.1,1498.45,134071278,3415.49,16.52,3.22,1.84,1704.69
30-Oct-2003,1499.25,1524.25,1495.8,1516.85,202265871,4455.25,16.72,3.26,1.82,1725.65
31-Oct-2003,1517.1,1559.75,1515.55,1555.9,154475544,3908.81,17.15,3.35,1.77,1770.08
03-Nov-2003,1556.5,1605.6,1556.5,1601.65,151954886,4375.47,17.65,3.45,1.72,1822.13
04-Nov-2003,1601.3,1626.4,1601.3,1618.7,205241333,5100.61,17.84,3.48,1.7,1841.53
05-Nov-2003,1618.7,1627.6,1592.55,1609.15,151581079,4212.11,17.74,3.46,1.71,1830.63
06-Nov-2003,1610.55,1630.25,1605.4,1612.2,174022088,4036.51,17.77,3.47,1.71,1834.14
07-Nov-2003,1612.1,1624.5,1585.35,1592.05,138361140,3112.46,17.55,3.42,1.73,1811.17
10-Nov-2003,1603.55,1603.65,1568.1,1594.5,62348347,1742.77,17.58,3.43,1.73,1813.99
11-Nov-2003,1594.5,1608.85,1590.95,1601.15,108535273,2970.77,17.65,3.44,1.72,1821.67
12-Nov-2003,1601.3,1617.75,1598,1603.8,107391704,3089.25,17.68,3.45,1.72,1824.69
13-Nov-2003,1610.4,1616.15,1573.6,1579.95,108845195,3184.99,17.42,3.4,1.74,1797.52
14-Nov-2003,1577.2,1580.3,1544.75,1550.45,109485525,2999.87,17.09,3.34,1.78,1763.95
15-Nov-2003,1549.65,1571.3,1542,1562.8,37842102,872.81,17.23,3.36,1.76,1778
17-Nov-2003,1563.1,1584.75,1554.4,1579.9,89944517,2487.51,17.42,3.4,1.74,1797.49
18-Nov-2003,1579.15,1591.25,1557.2,1564.4,106234569,2962.55,17.24,3.37,1.76,1780.01
19-Nov-2003,1563.95,1564,1534.35,1540.6,110695451,3323.89,16.98,3.31,1.79,1752.96
20-Nov-2003,1542.85,1558.15,1517.9,1522.3,112465566,2901.75,16.78,3.27,1.81,1732.19
21-Nov-2003,1520.4,1547,1509.15,1540.7,112861081,3122.51,16.98,3.31,1.79,1753.12
24-Nov-2003,1541.35,1554.05,1536.5,1543.9,116684453,2698.2,17.02,3.32,1.79,1756.8
25-Nov-2003,1543.95,1572.05,1543.95,1568.65,95578818,2807.92,17.29,3.37,1.76,1784.96
27-Nov-2003,1568.85,1602.6,1568.7,1598.35,113548508,3712.09,17.62,3.44,1.72,1818.76
28-Nov-2003,1598.55,1618.95,1598.55,1615.25,99391295,2862.56,17.81,3.47,1.71,1837.98
01-Dec-2003,1615.85,1660.55,1615.7,1657.65,110444045,3091.43,18.27,3.57,1.66,1886.2
02-Dec-2003,1657.65,1671.85,1639.65,1658.5,117862704,3513.18,18.29,3.57,1.66,1887.17
03-Dec-2003,1660.7,1676.2,1655.9,1670.5,97016649,3056.36,18.42,3.59,1.65,1900.83
04-Dec-2003,1670.65,1683.75,1656.1,1675.2,103573662,3315.14,18.47,3.6,1.65,1906.18
05-Dec-2003,1675.5,1688.25,1642.05,1645.8,100930848,2994.09,18.15,3.54,1.67,1872.72
08-Dec-2003,1644.85,1654.35,1631.85,1646.25,95772821,2975.21,18.15,3.54,1.67,1873.22
09-Dec-2003,1646.4,1677.9,1646.4,1675.85,82349571,2463.83,18.48,3.61,1.64,1906.91
10-Dec-2003,1675.75,1697.3,1672.65,1686.9,102329931,3109.8,18.6,3.63,1.63,1919.52
11-Dec-2003,1688.35,1701.7,1678.35,1695.4,85832630,2755.01,18.69,3.65,1.63,1929.16
12-Dec-2003,1695.8,1705.95,1686.45,1698.9,95310528,2800.09,18.73,3.66,1.62,1933.13
15-Dec-2003,1699.7,1728,1699.7,1723.95,99575076,2654.9,19.01,3.71,1.6,1961.68
16-Dec-2003,1723.9,1740.3,1711.3,1736.25,105562816,3445.6,19.15,3.74,1.59,1975.81
17-Dec-2003,1736.35,1746.2,1725.4,1733.25,101347785,2944.41,19.11,3.73,1.59,1972.54
18-Dec-2003,1733.2,1759,1725.85,1756.1,114569624,3227.49,19.37,3.78,1.57,1998.58
19-Dec-2003,1757,1783.7,1755.4,1778.55,140662197,3602.88,19.61,3.83,1.55,2024.12
22-Dec-2003,1778.85,1794.3,1778.4,1789.15,93942619,2719.2,19.73,3.85,1.54,2036.17
23-Dec-2003,1789.1,1800.9,1751.05,1780.3,85978089,2749.22,19.63,3.83,1.55,2026.13
24-Dec-2003,1788.45,1815.6,1780.3,1808.7,134998248,3223.77,19.95,3.89,1.52,2058.43
26-Dec-2003,1804.7,1840.35,1804.7,1837.05,114224183,2610.62,20.26,3.95,1.5,2090.71
29-Dec-2003,1838.05,1876,1837.65,1874.05,98547463,2703.6,20.67,4.03,1.47,2133.4
30-Dec-2003,1878.9,1914.4,1858.55,1873.25,149042440,3983.29,20.66,4.03,1.47,2132.5
31-Dec-2003,1868.9,1895.65,1852.5,1879.75,114764846,3497.25,20.73,4.05,1.47,2139.93
01-Jan-2004,1880.35,1917.05,1880.35,1912.25,102551958,2846.7,21.09,4.12,1.44,2177.45
02-Jan-2004,1912.25,1951.7,1911.05,1946.05,117079420,3407.72,21.46,4.19,1.42,2215.94
05-Jan-2004,1946.3,1969.2,1930.75,1955,129703252,4153.29,21.56,4.21,1.41,2226.13
06-Jan-2004,1955.1,1979.05,1908.75,1926.7,124014883,4331.43,21.25,4.15,1.43,2193.92
07-Jan-2004,1927.95,1930.95,1888.1,1916.75,119197257,4147.23,21.14,4.12,1.44,2182.56
08-Jan-2004,1918.1,1973.45,1918.1,1968.55,115681568,3707.92,21.71,4.24,1.4,2241.57
09-Jan-2004,1969,2014.65,1957.45,1971.9,153058574,5219.22,21.75,4.24,1.4,2245.39
12-Jan-2004,1972,1980.55,1936.75,1945.6,116680396,3798.33,21.46,4.19,1.42,2215.43
13-Jan-2004,1944.7,1967.85,1926.1,1963.6,109878698,3739.87,21.66,4.23,1.4,2236.94
14-Jan-2004,1987.4,1995.2,1970.1,1982.15,113207896,3931.87,21.86,4.27,1.39,2258.09
15-Jan-2004,1983.2,2000.3,1933.25,1944.45,121984544,4391.16,21.44,4.18,1.42,2215.1
16-Jan-2004,1944.15,1953.05,1887.1,1900.65,122454732,4310,20.96,4.09,1.45,2165.22
19-Jan-2004,1901.9,1943.1,1874.95,1935.35,120699191,3892.34,21.35,4.17,1.42,2204.87
20-Jan-2004,1928.8,1957.65,1876.85,1893.25,137946936,4262.71,20.88,4.07,1.46,2156.9
21-Jan-2004,1895.45,1899.55,1811.35,1824.6,142236140,4594.8,20.13,3.93,1.51,2078.71
22-Jan-2004,1824.7,1854.55,1756.25,1770.5,164347974,5409.25,19.53,3.81,1.56,2017.62
23-Jan-2004,1771.1,1858.5,1771.1,1847.55,130354915,4345.51,20.38,3.98,1.49,2105.45
27-Jan-2004,1847.9,1911.3,1844.65,1904.7,127781806,4122.15,21.01,4.1,1.45,2170.56
28-Jan-2004,1903.9,1918.45,1846.35,1863.1,153540516,5048.23,20.55,4.01,1.48,2123.13
29-Jan-2004,1863,1883.1,1827.25,1843.6,158143479,5404.84,20.34,3.97,1.49,2100.96
30-Jan-2004,1843.7,1860.4,1804.3,1809.75,137217319,4236.83,19.96,3.9,1.52,2062.42
03-Feb-2004,1809.3,1815.95,1755.65,1769,142154231,4535.66,19.55,3.81,1.55,2015.97
04-Feb-2004,1769.1,1829.65,1761.75,1822.2,152457977,4511.81,20.14,3.93,1.51,2076.77
05-Feb-2004,1823.5,1846.75,1787.15,1804.5,152934389,4955.89,19.94,3.89,1.52,2056.6
06-Feb-2004,1804.35,1837.95,1797.95,1833.65,119124927,4133.44,20.27,3.95,1.5,2089.8
09-Feb-2004,1834.9,1885.2,1833.05,1880.7,102126031,3583.16,20.78,4.06,1.46,2143.42
10-Feb-2004,1880.85,1897,1861.65,1880.75,130427516,4704.56,20.79,4.06,1.46,2143.51
11-Feb-2004,1891.8,1894.8,1874.5,1891.5,110956963,3716.93,20.71,4.08,1.45,2155.73
12-Feb-2004,1892.2,1906.1,1869.25,1885.3,109930676,4303.74,20.64,4.07,1.46,2149.07
13-Feb-2004,1875.6,1916.2,1873.25,1913.6,123505334,3636.58,20.95,4.13,1.44,2181.36
16-Feb-2004,1914.45,1929.5,1909.45,1913.55,116669614,3681.99,20.98,4.13,1.43,2181.26
17-Feb-2004,1913.55,1926.15,1905.5,1920.1,122676414,3827.54,21.05,4.15,1.43,2188.72
18-Feb-2004,1920,1935.8,1912.6,1916.45,109066831,3894.99,21.01,4.14,1.43,2184.58
19-Feb-2004,1916.65,1919.7,1851.8,1858.3,140471420,4599.88,20.38,4.01,1.48,2118.28
20-Feb-2004,1858.25,1872.85,1831.15,1852.65,130222046,4679.07,20.31,4,1.48,2111.83
23-Feb-2004,1853,1867.25,1800.2,1808.2,99793235,3453.62,19.83,3.91,1.52,2061.16
24-Feb-2004,1808.4,1826.85,1780.35,1821.35,132737579,4570.61,19.97,3.93,1.51,2076.18
25-Feb-2004,1833.65,1834.1,1779,1786.8,102770698,3708.05,19.6,3.86,1.54,2037.01
26-Feb-2004,1787.45,1818.6,1760.55,1765.8,114138836,4340.02,19.37,3.81,1.55,2013.04
27-Feb-2004,1765.9,1807.45,1763.95,1800.3,128743251,4214.13,19.74,3.89,1.52,2052.4
01-Mar-2004,1798.35,1856.45,1795.35,1852.7,113700489,3988.98,21.57,4.26,1.39,2112.12
03-Mar-2004,1852.45,1868.25,1842.45,1860.4,133763488,4701.32,21.72,3.67,1.38,2120.89
04-Mar-2004,1859.3,1867.95,1831.2,1843.85,112524143,4227.16,21.53,3.64,1.39,2102.02
05-Mar-2004,1843.9,1871.1,1843.9,1867.7,116411628,3809.32,21.81,3.68,1.37,2129.21
08-Mar-2004,1868.15,1891.95,1867.95,1885.25,129103983,4066.08,22.01,3.72,1.36,2149.26
09-Mar-2004,1884.5,1898.7,1843,1866.05,127687024,4521.55,21.79,3.68,1.38,2127.38
10-Mar-2004,1866.3,1866.4,1835.8,1844.35,131854116,4195.69,21.54,3.64,1.39,2102.64
11-Mar-2004,1843.95,1843.95,1798.45,1805.4,116657246,3917.52,21.08,3.56,1.42,2058.24
12-Mar-2004,1805.2,1820.95,1775.9,1812.2,126013646,4251.6,21.16,3.58,1.42,2065.94
15-Mar-2004,1812.45,1836,1751.8,1763.4,134128305,4196.72,20.59,3.48,1.46,2010.32
16-Mar-2004,1763.35,1769.5,1730.1,1749.35,145237359,4406.37,20.43,3.45,1.79,1994.52
17-Mar-2004,1749.6,1765.05,1738.85,1749.85,98285659,3413.1,20.44,3.45,1.79,1995.06
18-Mar-2004,1750,1754.95,1708.3,1716.65,99544763,3311.3,20.05,3.39,1.82,1957.21
19-Mar-2004,1716.3,1738.6,1703.55,1725.1,98828472,3430.89,20.15,3.4,1.82,1966.88
22-Mar-2004,1726.3,1726.35,1678.4,1685,89144358,2764.75,19.68,3.32,1.86,1921.15
23-Mar-2004,1685.15,1710.45,1669.7,1696.4,99199995,2919.1,19.81,3.35,1.85,1934.15
24-Mar-2004,1697.4,1700.65,1676.4,1692.1,88912964,2743.1,19.76,3.34,1.85,1929.23
25-Mar-2004,1691.95,1720.65,1691.95,1704.45,108540393,3494.67,19.91,3.36,1.84,1943.31
26-Mar-2004,1704.45,1755.45,1703.8,1747.5,107611073,3338.39,20.41,3.45,1.79,1992.43
29-Mar-2004,1747.35,1766.15,1739.5,1762.05,81094296,2661.28,20.58,3.48,1.78,2009.01
30-Mar-2004,1762.15,1775.4,1746.25,1750.15,88665735,3027.82,20.44,3.45,1.79,1995.43
31-Mar-2004,1744.6,1775.3,1740.2,1771.9,93070841,3209.27,20.7,3.5,1.77,2020.25
01-Apr-2004,1771.45,1823.05,1771.45,1819.65,111071273,3379.44,21.27,3.59,1.72,2074.68
02-Apr-2004,1856.1,1856.3,1809,1841.1,118736971,3739.26,21.53,3.64,1.7,2099.15
05-Apr-2004,1841.1,1878.8,1840,1856.6,102595126,3401.78,21.71,3.67,1.69,2116.81
06-Apr-2004,1870.8,1876.15,1836.9,1851.15,109408750,4062.87,21.64,3.66,1.69,2110.61
07-Apr-2004,1856.4,1865.2,1833.95,1848.7,86260745,2987.03,21.61,3.65,1.69,2107.77
08-Apr-2004,1854,1864.95,1839.7,1853.55,93980684,3395.25,21.67,3.66,1.69,2113.34
12-Apr-2004,1860.3,1873.75,1828.95,1838.2,80205015,2951.98,19.04,3.61,1.95,2095.94
13-Apr-2004,1838.5,1885.15,1819.8,1878.45,85830602,3640.14,19.46,3.69,1.9,2141.82
15-Apr-2004,1878.5,1884.5,1855,1861.95,112263936,4396.84,19.29,3.65,1.92,2123
16-Apr-2004,1863.85,1882.55,1861.8,1868.95,83291614,3134.55,19.36,3.67,1.91,2130.97
17-Apr-2004,1869.2,1875.95,1864.95,1868.1,23013538,765.8,19.35,3.67,1.91,2130.01
19-Apr-2004,1868.2,1876.2,1837.4,1844.05,93078338,3050.44,19.1,3.62,1.94,2102.56
20-Apr-2004,1844.4,1851,1832,1844.25,102774012,2792.83,19.11,3.62,1.94,2102.84
21-Apr-2004,1844.35,1876,1838.6,1873.35,114885658,3380.33,19.41,3.68,1.91,2136.02
22-Apr-2004,1873.55,1894.6,1871,1889.55,116776999,3565.58,19.58,3.71,1.89,2154.65
23-Apr-2004,1890.85,1912.35,1885.75,1892.45,127538156,4161.45,19.68,3.73,1.88,2157.95
27-Apr-2004,1890.05,1893.1,1814,1817.25,120420688,4020.06,18.9,3.58,1.96,2072.19
28-Apr-2004,1819,1833.95,1801.8,1816.55,117150482,3899.16,18.89,3.58,1.96,2071.39
29-Apr-2004,1816.7,1818.9,1793.1,1808.95,136948059,4883.42,18.82,3.56,1.97,2062.74
30-Apr-2004,1820.55,1841.45,1788.3,1796.1,105820820,3326.59,18.68,3.54,1.98,2048.22
03-May-2004,1796.1,1801.45,1742.8,1766.7,105961228,3650.08,16.62,3.48,2.02,2014.71
04-May-2004,1769.1,1803.15,1768.8,1793.1,89713100,3094.57,16.87,3.53,1.96,2044.82
05-May-2004,1789.45,1814.35,1788.1,1809.9,76697398,2629.28,16.86,3.57,1.94,2063.98
06-May-2004,1810.3,1837.95,1810.3,1832.8,83788972,2949.29,17.04,3.61,2,2091.92
07-May-2004,1832.85,1833.15,1796.95,1804.45,84070586,2908.05,16.77,3.56,2.03,2059.54
10-May-2004,1804.4,1804.4,1753.8,1769.1,98002184,3201.51,16.38,3.49,2.07,2019.22
11-May-2004,1768.7,1768.7,1692.9,1699.45,98598870,3395.03,15.74,3.35,2.16,1939.72
12-May-2004,1699.25,1721.35,1689.85,1711.1,106577371,3635.13,15.86,3.37,2.14,1953.01
13-May-2004,1707.95,1750.3,1625.1,1717.5,155582005,5238.04,15.91,3.39,2.14,1960.32
14-May-2004,1717.05,1722.8,1566.95,1582.4,177163472,5387.79,14.66,3.12,2.32,1807.52
17-May-2004,1582.5,1583.8,1292.2,1388.75,114967105,3253.17,12.87,2.74,2.64,1586.3
18-May-2004,1392.95,1517.6,1389.65,1503.95,148414213,4332.94,13.94,2.97,2.44,1717.93
19-May-2004,1508.05,1576.05,1508.05,1567.85,141941997,4088.33,14.41,3.09,2.34,1790.93
20-May-2004,1566.5,1591.05,1531.3,1543.85,134939278,3642.73,13.99,3.04,2.38,1765.32
21-May-2004,1545.05,1566.15,1498.1,1560.2,113119146,3323.52,14.14,3.08,2.35,1784.02
24-May-2004,1563.65,1613.6,1563.05,1608.85,93125853,3078.95,13.9,3.15,2.3,1839.65
25-May-2004,1608.9,1621.45,1566.4,1606.7,101368524,3451.03,13.88,3.14,2.3,1837.2
26-May-2004,1608.15,1625.7,1587,1598.8,101450235,3256.47,13.75,3.13,2.41,1829.96
27-May-2004,1590.15,1606,1576.05,1586.4,101143246,3366.55,13.65,3.1,2.42,1815.82
28-May-2004,1586.35,1587.1,1504,1508.75,134295973,3981.89,12.98,2.95,2.55,1726.96
31-May-2004,1507.05,1509.05,1456.2,1483.6,127192663,3731.2,11.94,2.84,2.59,1698.16
01-Jun-2004,1483.9,1529.6,1483.9,1507.9,107046479,3417.82,12.14,2.89,2.55,1725.98
02-Jun-2004,1508,1543.3,1508,1535.2,87161946,2814.24,12.36,2.94,2.51,1757.24
03-Jun-2004,1535.8,1566.5,1484.5,1495.1,112497745,3585.09,12.04,2.87,2.57,1711.31
04-Jun-2004,1494.85,1527,1480.8,1521.1,106871617,3176.73,12.25,2.92,2.53,1741.09
07-Jun-2004,1521.6,1557.5,1521.6,1542.55,105183587,3253.18,12.42,2.96,2.49,1765.65
08-Jun-2004,1542.6,1557,1526.45,1550.55,91169729,2982.37,12.48,2.97,2.48,1775.97
09-Jun-2004,1550.45,1561.6,1541.6,1548.3,93462741,3018.55,12.47,2.97,2.48,1773.41
10-Jun-2004,1547.7,1552.75,1535,1544.75,78627977,2502.91,12.44,2.96,2.49,1769.87
11-Jun-2004,1544.95,1547.4,1504.8,1508.45,85740531,2765.35,12.14,2.89,2.55,1728.26
14-Jun-2004,1508.15,1509.6,1474.65,1481.35,96831363,2815.43,11.84,2.84,2.62,1697.22
15-Jun-2004,1481.45,1507.85,1481,1501,97738521,2967.28,12,2.88,2.58,1720.25
16-Jun-2004,1500.95,1525.2,1490.45,1494.75,88673485,2757.74,12.01,2.87,2.59,1713.08
17-Jun-2004,1494.7,1519.2,1482.2,1512.05,88057448,2804.31,12.15,2.9,2.56,1732.92
